"country,iso3,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region,city,city_ascii,lat,lng,iso2,capital,Capa",
"The only body that is to process data referred to in this framework is the Court of Auditors and for a strictly auditing purpose, article 19 establishes that the political parties shall be obliged to submit any documents, background information, data and justifications required by the Court of Auditors for the fulfillment of its auditing function, in relation to the verification process it is not clearly detailed, however it is noted in article 19 that the Court of Accounts, if required, will have to comply with the objective of verifying the information - """"(…) if required by the Court of Auditors, to provide it with detailed information and justification on their transactions with them, in accordance with generally accepted external auditing standards, and for the sole purpose of verifying compliance with the limits, requirements and obligations established by this Law"""".",
,
,
"1.Law 19/2013, of December 9, on transparency, access to public information and good governance",
 https://www.boe.es/buscar/act.php?id=BOE-A-2013-12887 ,
,
"2.Law 5/1985, of June 19, on the General Electoral Regime  https://www.boe.es/eli/es/lo/1985/06/19/5/con ",
"3.Law 8/2007, of July 4, on financing of political parties,",
https://www.boe.es/buscar/pdf/2007/BOE-A-2007-13022-consolidado.pdf ,
"4. Spanish constitution https://www.boe.es/legislacion/documentos/ConstitucionINGLES.pdf"",2.0,1.0,1.0,33.51,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Access Info Europe,Southern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Madrid,Madrid,40.4169,-3.7033,ES,primary,Integridad Política",
"Sri Lanka,LKA,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""There is currently a lack of campaign finance regulations in Sri Lanka (1). Hence, there is no requirement to collect and publish data on campaign and party finance. ",
,
Sources:,
"(1) Who's afraid of election campaign finance regulations? Economy Next, 2020. https://economynext.com/whos-afraid-of-election-campaign-finance-regulations-48250/"",0.0,0.0,1.0,0.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,East-West Management Institute Inc. (EWMI),Southern Asia,South and East Asia,Colombo,Colombo,6.9344,79.8428,LK,primary,Integridad Política",
"Sweden,SWE,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""In the 2018 Act on Party Financing (1) the obligations of a political party and side organizations to report incomes. The law does not cover expenses of a political party to be made public. The law neither requires reports of in-kind or non-financial support",
,
,
,
"(1) SFS 2018:90, Lag om insyn i finansiering av partier, 2018, https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/lag-201890-om-insyn-i-finansiering-av-partier_sfs-2018-90"",2.0,1.0,1.0,35.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Access Info Europe,Northern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Stockholm,Stockholm,59.3294,18.0686,SE,primary,Integridad Política",
"Taiwan,TWN,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Together, the Political Parties Act [1] and the Political Donations Act [2] govern political finance information data.",
,
[1] Ministry of Interior. 2017. Political Parties Act. https://law.moj.gov.tw/ENG/LawClass/LawAll.aspx?pcode=D0020078,
,
"[2] Ministry of Interior. Amended 2018. Political Donations Act. https://law.moj.gov.tw/ENG/LawClass/LawAll.aspx?pcode=D0020049"",2.0,1.0,1.0,59.9,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,East-West Management Institute Inc. (EWMI),Eastern Asia,South and East Asia,Taichung,Taichung,24.1439,120.6794,TW,admin,Integridad Política",
"Tajikistan,TJK,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Constitutional Law of the Republic of Tajikistan """"On Elections to the Majlisi Oli"""" (1) is the primary framework for governing the electoral activities of the political parties and individuals in Tajikistan. ",
"According to Article 9 of Law, the funds used to conduct electoral campaigns are transferred to and disbursed by the national bank of Tajikistan """"Amonatbonk"""", which is responsible for informing the election commission of all financial aid and expenses from a candidate's account. This information is provided to the commission upon request. ",
"The Law has no mention of the publication of the gathered data as open data, nor of any responsibility to inform the public regarding the financial matters of the campaigns in other ways. ",
,
Sources: ,
"1) Constitutional Law of the Republic of Tajikistan """"On Elections to the Majlisi Oli"""" ",
"http://kmir.tj/ru/2019/12/07/konstitutsionnyj-zakon-respubliki-tadzhikistan-o-vyborah-madzhlisi-oli-respubliki-tadzhikistan/"",2.0,1.0,1.0,23.94,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,IDFI Georgia,Central Asia,Eastern Europe and Central Asia,Dushanbe,Dushanbe,38.5367,68.78,TJ,primary,Integridad Política",
"Thailand,THA,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""This is a national level law. Reporting financial data to the Election commission is a requirement of all political parties under Organic Act on Political Parties, 2017[1], which needs information about money allocation of parties. The Office of Election Commissioner verifies the data when they are requested by complainants and will notify the Constitution court if they review and conclude that the parties violate the rules.",
,
"[1] Organic Act on Political Parties, 2017. https://www.ect.go.th/ect_th/download/article/article_20171031151304.pdf"",2.0,1.0,1.0,64.98,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,East-West Management Institute Inc. (EWMI),South-Eastern Asia,South and East Asia,Bangkok,Bangkok,13.7525,100.4942,TH,primary,Integridad Política",
"Togo,TGO,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Law n ° 91-97 of April 12, 1991 on the charter of political parties (1) and the Law n ° 2013-013 of June 07, 2013 (2) on the public financing of political parties and electoral campaigns have set clear basis for for collecting and publishing data on campaign and party finance.",
,
Sources:,
,
"(1) The Law n ° 91-97 of April 12, 1991 on the charter of political parties, http://ddata.over-blog.com/1/35/48/78/Togo/TOGO-Charte-des-partis.pdf",
,
"(2) The Law n ° 2013-013 of June 07, 2013 on the public financing of political parties and electoral campaigns, https://fra1.digitaloceanspaces.com/global.data.barometer/163/w1epwQM-financement%20public%20des%20partis%20politiques.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=CXZYDTGBZUYYHSZWZIWH%2F20210711%2Ffra1%2Fs3%2Faws4_request&X-Amz-Date=20210711T232701Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=efdf266e2d5c0fcf518d7123bbb47ee069b79896b5daf4820691cdf165f3f498"",1.0,0.5,1.0,17.964,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Western Africa,Africa,Sokodé,Sokode,8.9833,1.1333,TG,admin,Integridad Política",
"Trinidad and Tobago,TTO,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""THE REPRESENTATION OF THE PEOPLE ACT CHAPTER 2:01 (1) is the guiding law that covers election.   It is important to note that there has been a proposed amendment entitled THE REPRESENTATION OF THE PEOPLE (AMENDMENT) BILL, 2020 (2), it  was proposed last year to amend the deficiencies in the law (3),  and it  is before Parliament . ",
,
Sources:,
(1) The Representation of the People's Act Ch 2:01.   https://rgd.legalaffairs.gov.tt/laws2/Alphabetical_List/lawspdfs/2.01.pdf,
"2.  The Representation of the People (Amendment Bill, 2020 Explanatory Note.   http://www.ttparliament.org/legislations/b2020h07.pdf",
"3. Government Targets Campaign Finance Reform.   https://trinidadexpress.com/newsextra/government-targets-campaign-finance-reform/article_8ab8d352-915f-11ea-9d9f-d3bc55bb0b9d.html"",1.0,0.5,1.0,8.55,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,The Caribbean Open Institute (COI),Caribbean,Latin America and the Caribbean,Chaguanas,Chaguanas,10.5167,-61.4,TT,admin,Integridad Política",
"Tunisia,TUN,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Descriptive methodology based on research on online and offline documents",
Supported by field surveys (conducted interviews with data producers and users),
,
"This study covered the monitoring of the activities and services provided by The INAI (National Authority for Access to Information) , the agency responsible for access to information in Tunisia ",
"And this for the period from May 1,2019 to May 1, 2021 and validated by field interviews",
,
,
List of interviews : ,
,
"(1) Zaki Rahmouni, Vermeg Technical Expert",
,
Former ISIE Member in charge of IT and programming ,
,
,
"(2) Rym Mourali , political party leader",
,
,
"(3) Esghaier Chamakh ,HR & Democracy Defender ",
,
,
"(4) Aly Krwn Mhenni , Former I watch Project manager  election monitoring ",
,
,
"(5) Hatem chaktoun, Secretary General of the Tunisian Democratic Transition Observatory and coordinator of the open gov academy at university of Manar 1",
Email : hatem.chakroon2@gmail.com ,
Mobile : +216 99 202 708,
,
"(6) Asma Nouira , Political science professor at the Faculty of Law and Political Sciences of Tunis",
"https://www.linkedin.com/in/asma-nouira-71b309179/"",2.0,1.0,1.0,7.055,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Northern Africa,Africa,Tunis,Tunis,36.8064,10.1817,TN,primary,Integridad Política",
"Turkmenistan,TKM,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Law on Political Parties and the Electoral Code of Turkmenistan regulate and guide campaign and party finance. Turkmenistan's legal framework provides for private and public sources of financing for political parties. The framework prohibits donations from state authorities, charities, religious organizations, anonymous and foreign donations. The Law obliges political parties to prepare final financial reports on their incomes and expenditures and the owned property and liabilities, which must be presented to """"designated state bodies"""" only (1). The framework, however, does not require making this information available as structured open data. According to the latest available OSCE/ODIHR Election Assessment Report (March 2018), """"regulations on campaign finance are scarce and do not correspond to the reality of how the electoral campaigns are organized"""" (2). The existing regulation does not foresee limitations to campaign donations and expenditures, nor any reporting, disclosure, monitoring, or oversight mechanisms. According to the Electoral Code, campaigns and associated costs are directly managed and financed by the Central Electoral Committee, which organizes a uniform electoral campaign for all candidates. The Control and Audit group within the Central Electoral Committee is tasked with controlling the compliance with the established order of financing of election campaigns and imposing the liability on candidates in the event of violations. ",
